Instance;Feature 1;Feature 2;Feature 3;Feature 4;Feature 5 (meaningless but please still use it);Feature 6;Feature 7;Feature 8;Feature 9;Feature 10;Target;Target Class
5343;12246;14695;17634;21161;46459;30472;36566;43879;52655;63186;292494;Large Number
5344;39527;47432;56918;68302;45296;98354;118025;141630;169956;203947;944091;Very Large Number
5345;75358;90430;108516;130219;48285;187516;225019;270023;324028;388834;1799943;Very Large Number
5346;19678;23614;28337;34004;62019;48966;58759;70511;84613;101536;470018;Large Number
5347;20802;24962;29954;35945;48052;51761;62113;74536;89443;107332;496848;Large Number
5348;74498;89398;107278;128734;1692;185377;222452;266942;320330;384396;1779405;Very Large Number
5349;49635;59562;71474;85769;78223;123508;148210;177852;213422;256106;1185538;Very Large Number
5350;22394;26873;32248;38698;4826;55726;66871;80245;96294;115553;534902;Very Large Number
5351;66470;79764;95717;114860;94631;165398;198478;238174;285809;342971;1587641;Very Large Number
5352;88851;106621;127945;153534;30717;221089;265307;318368;382042;458450;2122207;Very Large Number
5353;32396;38875;46650;55980;86869;80611;96733;116080;139296;167155;773776;Very Large Number
5354;93163;111796;134155;160986;98215;231820;278184;333821;400585;480702;2225212;Very Large Number
5355;22909;27491;32989;39587;23140;57005;68406;82087;98504;118205;547183;Very Large Number
5356;58597;70316;84379;101255;20634;145807;174968;209962;251954;302345;1399583;Very Large Number
5357;75849;91019;109223;131068;11494;188738;226486;271783;326140;391368;1811674;Very Large Number
5358;86213;103456;124147;148976;59961;214525;257430;308916;370699;444839;2059201;Very Large Number
5359;22908;27490;32988;39586;40153;57004;68405;82086;98503;118204;547174;Very Large Number
5360;56586;67903;81484;97781;18271;140804;168965;202758;243310;291972;1351563;Very Large Number
5361;36956;44347;53216;63859;31314;91957;110348;132418;158902;190682;882685;Very Large Number
5362;92692;111230;133476;160171;40014;230646;276775;332130;398556;478267;2213943;Very Large Number
5363;52903;63484;76181;91417;91855;131640;157968;189562;227474;272969;1263598;Very Large Number
5364;313;376;451;541;68553;779;935;1122;1346;1615;7478;Medium Number
5365;32915;39498;47398;56878;78954;81905;98286;117943;141532;169838;786193;Very Large Number
5366;40652;48782;58538;70246;87937;101154;121385;145662;174794;209753;970966;Very Large Number
5367;25253;30304;36365;43638;38725;62839;75407;90488;108586;130303;603183;Very Large Number
5368;42378;50854;61025;73230;74859;105451;126541;151849;182219;218663;1012210;Very Large Number
5369;1498;1798;2158;2590;70181;3730;4476;5371;6445;7734;35800;Medium Number
5370;92690;111228;133474;160169;73078;230644;276773;332128;398554;478265;2213925;Very Large Number
5371;76049;91259;109511;131413;19259;189235;227082;272498;326998;392398;1816443;Very Large Number
5372;39343;47212;56654;67985;44333;97898;117478;140974;169169;203003;939716;Very Large Number
5373;66158;79390;95268;114322;15663;164623;197548;237058;284470;341364;1580201;Very Large Number
5374;78884;94661;113593;136312;30673;196289;235547;282656;339187;407024;1884153;Very Large Number
5375;99597;119516;143419;172103;95176;247829;297395;356874;428249;513899;2378881;Very Large Number
5376;9049;10859;13031;15637;49312;22517;27020;32424;38909;46691;216137;Large Number
5377;58329;69995;83994;100793;10556;145142;174170;209004;250805;300966;1393198;Very Large Number
5378;99299;119159;142991;171589;94605;247088;296506;355807;426968;512362;2371769;Very Large Number
5379;85236;102283;122740;147288;88107;212095;254514;305417;366500;439800;2035873;Very Large Number
5380;96346;115615;138738;166486;89979;239740;287688;345226;414271;497125;2301235;Very Large Number
5381;82263;98716;118459;142151;19174;204697;245636;294763;353716;424459;1964860;Very Large Number
5382;68650;82380;98856;118627;30556;170822;204986;245983;295180;354216;1639700;Very Large Number
5383;2575;3090;3708;4450;8348;6408;7690;9228;11074;13289;61512;Large Number
5384;43019;51623;61948;74338;91991;107047;128456;154147;184976;221971;1027525;Very Large Number
5385;21309;25571;30685;36822;35310;53023;63628;76354;91625;109950;508967;Very Large Number
5386;78140;93768;112522;135026;78477;194437;233324;279989;335987;403184;1866377;Very Large Number
5387;20334;24401;29281;35137;47768;50597;60716;72859;87431;104917;485673;Large Number
5388;33546;40255;48306;57967;85722;83472;100166;120199;144239;173087;801237;Very Large Number
5389;19440;23328;27994;33593;89740;48374;58049;69659;83591;100309;464337;Large Number
5390;71233;85480;102576;123091;23291;177251;212701;255241;306289;367547;1701409;Very Large Number
5391;64446;77335;92802;111362;32548;160361;192433;230920;277104;332525;1539288;Very Large Number
5392;55557;66668;80002;96002;81832;138242;165890;199068;238882;286658;1326969;Very Large Number
5393;63746;76495;91794;110153;63074;158621;190345;228414;274097;328916;1522581;Very Large Number
5394;73304;87965;105558;126670;96540;182405;218886;262663;315196;378235;1750882;Very Large Number
5395;9386;11263;13516;16219;79569;23356;28027;33632;40358;48430;224187;Large Number
5396;80665;96798;116158;139390;66611;200722;240866;289039;346847;416216;1926701;Very Large Number
5397;91167;109400;131280;157536;34185;226852;272222;326666;391999;470399;2177521;Very Large Number
5398;14604;17525;21030;25236;40654;36340;43608;52330;62796;75355;348824;Large Number
5399;70855;85026;102031;122437;49463;176309;211571;253885;304662;365594;1692370;Very Large Number
5400;19231;23077;27692;33230;49955;47851;57421;68905;82686;99223;459316;Large Number
5401;62789;75347;90416;108499;53262;156239;187487;224984;269981;323977;1499719;Very Large Number
5402;66511;79813;95776;114931;8842;165500;198600;238320;285984;343181;1588616;Very Large Number
5403;94252;113102;135722;162866;5051;234527;281432;337718;405262;486314;2251195;Very Large Number
5404;46317;55580;66696;80035;19458;115250;138300;165960;199152;238982;1106272;Very Large Number
5405;21367;25640;30768;36922;78147;53167;63800;76560;91872;110246;510342;Very Large Number
5406;83319;99983;119980;143976;12246;207325;248790;298548;358258;429910;1990089;Very Large Number
5407;23070;27684;33221;39865;29343;57406;68887;82664;99197;119036;551030;Very Large Number
5408;54388;65266;78319;93983;4341;135336;162403;194884;233861;280633;1299073;Very Large Number
5409;58652;70382;84458;101350;65606;145944;175133;210160;252192;302630;1400901;Very Large Number
5410;35491;42589;51107;61328;1938;88313;105976;127171;152605;183126;847706;Very Large Number
5411;48245;57894;69473;83368;29228;120050;144060;172872;207446;248935;1152343;Very Large Number
5412;1178;1414;1697;2036;38483;2932;3518;4222;5066;6079;28142;Medium Number
5413;56789;68147;81776;98131;84794;141308;169570;203484;244181;293017;1356403;Very Large Number
5414;35945;43134;51761;62113;65483;89443;107332;128798;154558;185470;858554;Very Large Number
5415;57866;69439;83327;99992;56019;143988;172786;207343;248812;298574;1382127;Very Large Number
5416;1649;1979;2375;2850;89710;4104;4925;5910;7092;8510;39394;Medium Number
5417;82763;99316;119179;143015;73792;205942;247130;296556;355867;427040;1976808;Very Large Number
5418;30618;36742;44090;52908;67911;76188;91426;109711;131653;157984;731320;Very Large Number
5419;14454;17345;20814;24977;59436;35966;43159;51791;62149;74579;345234;Large Number
5420;82548;99058;118870;142644;21612;205408;246490;295788;354946;425935;1971687;Very Large Number
5421;48510;58212;69854;83825;84012;120708;144850;173820;208584;250301;1158664;Very Large Number
5422;77451;92941;111529;133835;38945;192722;231266;277519;333023;399628;1849914;Very Large Number
5423;88676;106411;127693;153232;98533;220654;264785;317742;381290;457548;2118031;Very Large Number
5424;85331;102397;122876;147451;57798;212329;254795;305754;366905;440286;2038124;Very Large Number
5425;17963;21556;25867;31040;13909;44698;53638;64366;77239;92687;429054;Large Number
5426;37646;45175;54210;65052;12761;93674;112409;134891;161869;194243;899169;Very Large Number
5427;51274;61529;73835;88602;75601;127586;153103;183724;220469;264563;1224685;Very Large Number
5428;54719;65663;78796;94555;32057;136159;163391;196069;235283;282340;1306975;Very Large Number
5429;74828;89794;107753;129304;85053;186198;223438;268126;321751;386101;1787293;Very Large Number
5430;39249;47099;56519;67823;7007;97666;117199;140639;168767;202520;937481;Very Large Number
5431;74784;89741;107689;129227;91394;186086;223303;267964;321557;385868;1786219;Very Large Number
5432;31919;38303;45964;55157;69687;79426;95311;114373;137248;164698;762399;Very Large Number
5433;80818;96982;116378;139654;5128;201102;241322;289586;347503;417004;1930349;Very Large Number
5434;48902;58682;70418;84502;27642;121682;146018;175222;210266;252319;1168011;Very Large Number
5435;20690;24828;29794;35753;91609;51485;61782;74138;88966;106759;494195;Large Number
5436;65692;78830;94596;113515;56337;163462;196154;235385;282462;338954;1569050;Very Large Number
5437;64744;77693;93232;111878;52831;161105;193326;231991;278389;334067;1546425;Very Large Number
5438;29470;35364;42437;50924;33718;73331;87997;105596;126715;152058;703892;Very Large Number
5439;69029;82835;99402;119282;91422;171766;206119;247343;296812;356174;1648762;Very Large Number
5440;82670;99204;119045;142854;86843;205710;246852;296222;355466;426559;1974582;Very Large Number
5441;65846;79015;94818;113782;6623;163846;196615;235938;283126;339751;1572737;Very Large Number
5442;38562;46274;55529;66635;61142;95954;115145;138174;165809;198971;921053;Very Large Number
5443;74052;88862;106634;127961;42808;184264;221117;265340;318408;382090;1768728;Very Large Number
5444;74666;89599;107519;129023;36642;185794;222953;267544;321053;385264;1783415;Very Large Number
5445;26601;31921;38305;45966;54051;66191;79429;95315;114378;137254;635360;Very Large Number
5446;70565;84678;101614;121937;87793;175589;210707;252848;303418;364102;1685458;Very Large Number
5447;22465;26958;32350;38820;4852;55901;67081;80497;96596;115915;536583;Very Large Number
5448;17275;20730;24876;29851;32916;42985;51582;61898;74278;89134;412609;Large Number
5449;56557;67868;81442;97730;17522;140731;168877;202652;243182;291818;1350857;Very Large Number
5450;56216;67459;80951;97141;45173;139883;167860;201432;241718;290062;1342722;Very Large Number
5451;62709;75251;90301;108361;69579;156040;187248;224698;269638;323566;1497812;Very Large Number
5452;19487;23384;28061;33673;63073;48490;58188;69826;83791;100549;465449;Large Number
5453;68936;82723;99268;119122;39635;171535;205842;247010;296412;355694;1646542;Very Large Number
5454;86039;103247;123896;148675;37744;214092;256910;308292;369950;443940;2055041;Very Large Number
5455;981;1177;1412;1694;48728;2440;2928;3514;4217;5060;23423;Medium Number
5456;56110;67332;80798;96958;7745;139620;167544;201053;241264;289517;1340196;Very Large Number
5457;35072;42086;50503;60604;23350;87270;104724;125669;150803;180964;837695;Very Large Number
5458;93497;112196;134635;161562;29319;232649;279179;335015;402018;482422;2233173;Very Large Number
5459;53465;64158;76990;92388;17094;133039;159647;191576;229891;275869;1277023;Very Large Number
5460;74922;89906;107887;129464;64653;186428;223714;268457;322148;386578;1789504;Very Large Number
5461;19856;23827;28592;34310;84960;49406;59287;71144;85373;102448;474243;Large Number
5462;7261;8713;10456;12547;3297;18067;21680;26016;31219;37463;173422;Large Number
5463;11824;14189;17027;20432;31012;29422;35306;42367;50840;61008;282415;Large Number
5464;51559;61871;74245;89094;89965;128296;153955;184746;221695;266034;1231495;Very Large Number
5465;70574;84689;101627;121952;48612;175610;210732;252878;303454;364145;1685661;Very Large Number
5466;10536;12643;15172;18206;11781;26216;31459;37751;45301;54361;251645;Large Number
5467;68096;81715;98058;117670;18391;169445;203334;244001;292801;351361;1626481;Very Large Number
5468;13134;15761;18913;22696;53820;32682;39218;47062;56474;67769;313709;Large Number
5469;72622;87146;104575;125490;68597;180706;216847;260216;312259;374711;1734572;Very Large Number
5470;993;1192;1430;1716;17923;2471;2965;3558;4270;5124;23719;Medium Number
5471;25069;30083;36100;43320;511;62381;74857;89828;107794;129353;598785;Very Large Number
5472;63097;75716;90859;109031;33927;157004;188405;226086;271303;325564;1507065;Very Large Number
5473;96108;115330;138396;166075;62087;239148;286978;344374;413249;495899;2295557;Very Large Number
5474;35099;42119;50543;60652;94050;87338;104806;125767;150920;181104;838348;Very Large Number
5475;57799;69359;83231;99877;49029;143822;172586;207103;248524;298229;1380530;Very Large Number
5476;5542;6650;7980;9576;34556;13789;16547;19856;23827;28592;132359;Large Number
5477;18466;22159;26591;31909;56359;45949;55139;66167;79400;95280;441060;Large Number
5478;13817;16580;19896;23875;28286;34380;41256;49507;59408;71290;330009;Large Number
5479;8359;10031;12037;14444;50383;20800;24960;29952;35942;43130;199655;Large Number
5480;73228;87874;105449;126539;17156;182216;218659;262391;314869;377843;1749068;Very Large Number
5481;22802;27362;32834;39401;12664;56737;68084;81701;98041;117649;544611;Very Large Number
5482;35819;42983;51580;61896;47655;89130;106956;128347;154016;184819;855546;Very Large Number
5483;95457;114548;137458;164950;72420;237528;285034;342041;410449;492539;2280004;Very Large Number
5484;77668;93202;111842;134210;7064;193262;231914;278297;333956;400747;1855098;Very Large Number
5485;94896;113875;136650;163980;58299;236131;283357;340028;408034;489641;2266592;Very Large Number
5486;60684;72821;87385;104862;96255;151001;181201;217441;260929;313115;1449439;Very Large Number
5487;70953;85144;102173;122608;70671;176556;211867;254240;305088;366106;1694735;Very Large Number
5488;99630;119556;143467;172160;74528;247910;297492;356990;428388;514066;2379659;Very Large Number
5489;82118;98542;118250;141900;51294;204336;245203;294244;353093;423712;1961398;Very Large Number
5490;32722;39266;47119;56543;82258;81422;97706;117247;140696;168835;781556;Very Large Number
5491;92627;111152;133382;160058;93261;230484;276581;331897;398276;477931;2212388;Very Large Number
5492;42274;50729;60875;73050;45910;105192;126230;151476;181771;218125;1009722;Very Large Number
5493;49358;59230;71076;85291;63704;122819;147383;176860;212232;254678;1178927;Very Large Number
5494;35390;42468;50962;61154;66345;88062;105674;126809;152171;182605;845295;Very Large Number
5495;35756;42907;51488;61786;67705;88972;106766;128119;153743;184492;854029;Very Large Number
5496;91051;109261;131113;157336;3577;226564;271877;326252;391502;469802;2174758;Very Large Number
5497;23593;28312;33974;40769;65232;58708;70450;84540;101448;121738;563532;Very Large Number
5498;74969;89963;107956;129547;58265;186547;223856;268627;322352;386822;1790639;Very Large Number
5499;14675;17610;21132;25358;39247;36516;43819;52583;63100;75720;350513;Large Number
5500;79538;95446;114535;137442;76786;197916;237499;284999;341999;410399;1899773;Very Large Number
5501;35988;43186;51823;62188;78925;89551;107461;128953;154744;185693;859587;Very Large Number
5502;57343;68812;82574;99089;16145;142688;171226;205471;246565;295878;1369646;Very Large Number
